epoch,classification_output_accuracy,classification_output_loss,loss,segmentation_output_accuracy,segmentation_output_loss,val_classification_output_accuracy,val_classification_output_loss,val_loss,val_segmentation_output_accuracy,val_segmentation_output_loss
0,0.772141695022583,0.6638926863670349,1.535887598991394,0.7910715341567993,0.8719948530197144,0.2181818187236786,4.898129940032959,5.855085372924805,0.9739406108856201,0.9569562077522278
1,0.8397745490074158,0.431990385055542,1.266675591468811,0.8509398698806763,0.8346856236457825,0.22727273404598236,6.39316463470459,7.386928558349609,0.9739406108856201,0.9937631487846375
2,0.8599033951759338,0.3844606578350067,1.2013161182403564,0.8884714841842651,0.816855788230896,0.22727273404598236,6.491806983947754,7.491273403167725,0.9739406108856201,0.9994666576385498
3,0.8896940350532532,0.32446423172950745,1.1286861896514893,0.9098730087280273,0.804222047328949,0.26363635063171387,5.788402080535889,6.761712551116943,0.9718364477157593,0.9733099937438965
4,0.9033816456794739,0.2879074513912201,1.0804955959320068,0.9143971800804138,0.7925880551338196,0.30909091234207153,4.139439105987549,5.096866607666016,0.9670668244361877,0.9574276208877563
5,0.9098228812217712,0.24647878110408783,1.036133050918579,0.9185906052589417,0.7896541357040405,0.34545454382896423,3.310523509979248,4.173436641693115,0.9561632871627808,0.8629130125045776
6,0.9243156313896179,0.22866351902484894,1.0085159540176392,0.9282209873199463,0.7798523306846619,0.5909090638160706,2.156559944152832,2.981646776199341,0.9363117814064026,0.825086772441864
7,0.9170692563056946,0.22458450496196747,1.0075912475585938,0.9241043925285339,0.7830067276954651,0.290909081697464,4.508133411407471,5.363799571990967,0.9574514031410217,0.8556662201881409
8,0.9323671460151672,0.21045614778995514,0.9852590560913086,0.9291398525238037,0.7748029232025146,0.5090909004211426,2.322746515274048,3.137054920196533,0.9520671367645264,0.8143086433410645
9,0.9524959921836853,0.16000446677207947,0.9280615448951721,0.9299008846282959,0.7680569887161255,0.5636363625526428,1.926529049873352,2.7316832542419434,0.9043154716491699,0.8051545023918152
10,0.945249617099762,0.16938428580760956,0.9201799035072327,0.935310423374176,0.7507956624031067,0.4363636374473572,2.808234453201294,3.661255359649658,0.9498063325881958,0.8530204892158508
11,0.9516907930374146,0.14549076557159424,0.8741781115531921,0.9409968852996826,0.728687047958374,0.4363636374473572,2.7029426097869873,3.492703914642334,0.9422715902328491,0.7897611856460571
12,0.9492753744125366,0.13946303725242615,0.8573126792907715,0.9476364850997925,0.7178497314453125,0.800000011920929,0.7918150424957275,1.6421349048614502,0.843444287776947,0.8503198027610779
13,0.9549114108085632,0.13032609224319458,0.8355620503425598,0.9494900107383728,0.7052359580993652,0.5454545617103577,1.6573034524917603,2.4120676517486572,0.9087603688240051,0.7547642588615417
14,0.9412238597869873,0.17011579871177673,0.8715303540229797,0.9509240984916687,0.7014147639274597,0.5636363625526428,3.638782262802124,4.5397515296936035,0.9669855237007141,0.9009693264961243
15,0.9533011317253113,0.13480345904827118,0.8131052255630493,0.9527015089988708,0.6783018708229065,0.4727272689342499,4.694005012512207,5.538868427276611,0.9617510437965393,0.8448629379272461
16,0.9621577858924866,0.12492232769727707,0.7967655658721924,0.9555800557136536,0.6718431711196899,0.8363636136054993,0.4555301368236542,1.1489005088806152,0.9529702067375183,0.6933702826499939
17,0.9637681245803833,0.10895748436450958,0.7558043599128723,0.9588406682014465,0.6468468904495239,0.2454545497894287,3.25490140914917,4.012618064880371,0.9660971760749817,0.7577167749404907
18,0.9653784036636353,0.11159469932317734,0.7445979714393616,0.9631815552711487,0.633003294467926,0.4727272689342499,1.7575374841690063,2.488795042037964,0.9618191719055176,0.7312575578689575
19,0.9734299778938293,0.07720325142145157,0.6892052292823792,0.9632306694984436,0.612001895904541,0.6636363863945007,0.939073383808136,1.7083576917648315,0.9679361581802368,0.769284188747406
20,0.979066014289856,0.07978920638561249,0.6694973111152649,0.965752899646759,0.5897082686424255,0.6454545259475708,1.0625394582748413,1.8076480627059937,0.90260910987854,0.7451087236404419
21,0.9798711538314819,0.0690973699092865,0.6284394264221191,0.9690355062484741,0.5593421459197998,0.9090909361839294,0.319769948720932,0.9438395500183105,0.9515490531921387,0.6240696310997009
22,0.97826087474823,0.07728225737810135,0.6207419037818909,0.9703525304794312,0.5434595942497253,0.6545454263687134,1.098010778427124,1.818219542503357,0.9063688516616821,0.7202088236808777
23,0.9637681245803833,0.09620603919029236,0.6292207837104797,0.9722686409950256,0.5330148935317993,0.4636363685131073,1.8301544189453125,2.493006467819214,0.9739537835121155,0.6628522872924805
24,0.987922728061676,0.04943177103996277,0.5587510466575623,0.9739552736282349,0.5093193054199219,0.6090909242630005,1.4252538681030273,2.2013044357299805,0.9770212173461914,0.7760505080223083
25,0.9830917716026306,0.05979006737470627,0.5445360541343689,0.9758941531181335,0.4847460687160492,0.800000011920929,0.596060037612915,1.2715810537338257,0.9339578747749329,0.6755210161209106
26,0.9855072498321533,0.04583889991044998,0.5195412039756775,0.9767434597015381,0.4737023115158081,0.800000011920929,0.9471368789672852,1.6763237714767456,0.9741427302360535,0.7291868925094604
27,0.9927536249160767,0.03462906926870346,0.4814814329147339,0.9800046682357788,0.4468522369861603,0.9363636374473572,0.13219024240970612,0.6764472723007202,0.9763106107711792,0.5442569851875305
28,0.9943639039993286,0.02535470947623253,0.4487664997577667,0.9807555675506592,0.42341187596321106,0.9818181991577148,0.1015046015381813,0.612384021282196,0.979208767414093,0.5108794569969177
29,0.9935587644577026,0.026075581088662148,0.444987952709198,0.9813024997711182,0.4189123511314392,0.9818181991577148,0.10433405637741089,0.6060542464256287,0.9807908535003662,0.5017201900482178
30,0.9951691031455994,0.021880527958273888,0.43377774953842163,0.981395959854126,0.41189733147621155,0.9818181991577148,0.10648775845766068,0.6007108688354492,0.9811466336250305,0.49422314763069153
31,0.9967793822288513,0.01895538903772831,0.43036848306655884,0.9816559553146362,0.4114130139350891,0.9818181991577148,0.108348548412323,0.5978057980537415,0.9808301329612732,0.48945721983909607
32,0.9975845217704773,0.015615785494446754,0.416957825422287,0.9818750023841858,0.4013420641422272,0.9818181991577148,0.10495702922344208,0.5929989814758301,0.9814565777778625,0.4880419671535492
33,0.998389720916748,0.016327951103448868,0.4198797643184662,0.9821175932884216,0.4035518765449524,0.9818181991577148,0.10541005432605743,0.5907712578773499,0.9813309907913208,0.48536115884780884
34,0.9911433458328247,0.027740053832530975,0.4296862781047821,0.9820343255996704,0.4019462466239929,0.9818181991577148,0.09864182770252228,0.5828714966773987,0.9812678694725037,0.48422977328300476
35,0.9967793822288513,0.01875251904129982,0.41874101758003235,0.9821268320083618,0.39998841285705566,0.9818181991577148,0.09798432141542435,0.580044150352478,0.9812641739845276,0.4820598363876343
36,0.9967793822288513,0.016303276643157005,0.41234472393989563,0.9823607206344604,0.3960413634777069,0.9818181991577148,0.09738325327634811,0.5770055651664734,0.9809563159942627,0.47962233424186707
37,0.998389720916748,0.014385291375219822,0.4116257131099701,0.9822373986244202,0.3972405195236206,0.9818181991577148,0.09622148424386978,0.5758283138275146,0.9811204671859741,0.47960683703422546
38,0.9967793822288513,0.017838895320892334,0.41978442668914795,0.9824064373970032,0.40194547176361084,0.9818181991577148,0.0956881120800972,0.5754510760307312,0.9811617732048035,0.4797630310058594
39,0.9959742426872253,0.023257503286004066,0.4223261773586273,0.9822368025779724,0.3990687429904938,0.9818181991577148,0.09540579468011856,0.5753594636917114,0.981203556060791,0.47995370626449585
40,0.9951691031455994,0.020901575684547424,0.4236484467983246,0.9822778105735779,0.40274685621261597,0.9818181991577148,0.09509821981191635,0.5765494108200073,0.9809864163398743,0.4814511835575104
41,0.998389720916748,0.02010081708431244,0.4184790849685669,0.9824334979057312,0.39837831258773804,0.9818181991577148,0.09558476507663727,0.5750607848167419,0.9809317588806152,0.47947603464126587
42,0.9975845217704773,0.015952326357364655,0.40970855951309204,0.9824169874191284,0.39375627040863037,0.9818181991577148,0.09701155871152878,0.5760581493377686,0.9812986850738525,0.4790465235710144
43,0.9959742426872253,0.021525701507925987,0.42050305008888245,0.9825457334518433,0.3989773690700531,0.9818181991577148,0.09588179737329483,0.5742815732955933,0.9812361001968384,0.47839978337287903
44,0.9959742426872253,0.018114155158400536,0.41220366954803467,0.9825886487960815,0.3940895199775696,0.9818181991577148,0.09654485434293747,0.5752021074295044,0.9813440442085266,0.47865724563598633
45,0.9943639039993286,0.023940108716487885,0.41899171471595764,0.9826990365982056,0.39505141973495483,0.9818181991577148,0.09496200084686279,0.5754297971725464,0.9814210534095764,0.48046785593032837
46,0.9975845217704773,0.01813022792339325,0.4115673303604126,0.9828904271125793,0.3934370279312134,0.9818181991577148,0.09508144855499268,0.5705780982971191,0.9810234904289246,0.47549664974212646
47,0.999194860458374,0.015075983479619026,0.4073130190372467,0.9825330376625061,0.39223700761795044,0.9818181991577148,0.09436594694852829,0.5699992179870605,0.9810903668403625,0.4756332337856293
48,0.9959742426872253,0.01708187721669674,0.4065864384174347,0.9827093482017517,0.3895045816898346,0.9818181991577148,0.09445544332265854,0.5710869431495667,0.9812731742858887,0.4766315221786499
49,0.9951691031455994,0.022230083122849464,0.41425657272338867,0.9826384782791138,0.39202645421028137,0.9818181991577148,0.0939699187874794,0.5697119235992432,0.9811922907829285,0.47574204206466675
50,0.998389720916748,0.015488618053495884,0.40972697734832764,0.9827529191970825,0.3942384421825409,0.9818181991577148,0.09322241693735123,0.5693097710609436,0.9811211228370667,0.47608739137649536
51,0.9967793822288513,0.016829226166009903,0.4096532464027405,0.9827407002449036,0.3928240239620209,0.9818181991577148,0.09497512131929398,0.5699899196624756,0.9811871647834778,0.47501474618911743
52,0.9967793822288513,0.019900644198060036,0.4119604825973511,0.9826286435127258,0.39205995202064514,0.9818181991577148,0.09434981644153595,0.5698610544204712,0.9812648296356201,0.47551125288009644
53,0.9975845217704773,0.017893444746732712,0.4107015132904053,0.9826897978782654,0.39280810952186584,0.9818181991577148,0.09460539370775223,0.5679754018783569,0.9808417558670044,0.4733699560165405
54,0.9975845217704773,0.01610807329416275,0.40347352623939514,0.9826264977455139,0.387365460395813,0.9818181991577148,0.09500514715909958,0.5690637826919556,0.9813909530639648,0.4740586280822754
55,0.9975845217704773,0.014177866280078888,0.4051697850227356,0.9828209280967712,0.39099183678627014,0.9818181991577148,0.09619899839162827,0.5691426992416382,0.9814252257347107,0.4729436933994293
56,0.998389720916748,0.015680478885769844,0.4062054753303528,0.9828196167945862,0.39052504301071167,0.9818181991577148,0.09489341080188751,0.5674639344215393,0.9814396500587463,0.47257059812545776
57,0.9943639039993286,0.01660746894776821,0.4057542085647583,0.9829864501953125,0.38914668560028076,0.9818181991577148,0.094955213367939,0.5670632123947144,0.9814056158065796,0.47210800647735596
58,0.9967793822288513,0.015832146629691124,0.40379008650779724,0.982871413230896,0.38795796036720276,0.9818181991577148,0.09575580805540085,0.5669646263122559,0.9811907410621643,0.471208781003952
59,0.9975845217704773,0.013276215642690659,0.39883145689964294,0.9829798340797424,0.3855552077293396,0.9818181991577148,0.09420612454414368,0.5671279430389404,0.9814237952232361,0.47292178869247437
60,0.999194860458374,0.012558401562273502,0.3994098901748657,0.9831224679946899,0.38685154914855957,0.9818181991577148,0.09524896740913391,0.5669107437133789,0.9813795685768127,0.4716618061065674
